CIN_Number,Company Name,Net_Profit(14-15),CSR_spent(14-15),Net_Profit(15-16),CSR_spent(15-16),Net_Profit(16-17),CSR_spent(16-17),Net_Profit(17-18),CSR_spent(17-18),Net_Profit(18-19),CSR_spent(18-19)
U31102MH1996PLC185098,Raj Westpower Ltd,66.85,2.08,256.41,5.2,409.74,8.19,0,0,343.95,6.89
U31102PB1986PTC006999,NUCON SWITCHGEARS PVT LTD,NA,NA,0,0,11.57,0,9.85,0.05,6.94,0
U31102PB2007PTC030883,P.P. INDUSTRIES PRIVATE LIMITED,NA,NA,4.837136532,0.03961,7.72,0.22,11.55,0.2,16.15,0.36
U31102PN2001PTC016455,QUALITY POWER ELECTRICAL EQUIPMENTSPRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,5.11,0.1
U31102RJ2009PTC028629,DYNAMIC POWERTECH PRIVATE LIMITED,NA,NA,3.07,0,3.07,0,0,0,NA,NA
U31102UP2006PTC032261,HEPTACARE POWER INDUSTRIES PRIVATELIMITED,NA,NA,NA,NA,NA,NA,0,0,4.17,0.15
U31102WB1966PLC026834,East India Udyog Ltd,14.1,0.28,23.2363,0.4647,0,0,0,0,NA,NA
U31102WB1987PTC041799,Iac Electricals Pvt Ltd,9.56,0.19,10.03,0.2,0,0.19,0,0.17,6.66,0.14
U31103GJ2006PLC048638,ROTOMOTIVE POWERDRIVES INDIA LIMITED,NA,NA,NA,NA,NA,NA,1.95,0,6.29,0
U31103GJ2006PLC048885,TRIO ELEVATORS CO (INDIA) LIMITED,NA,NA,NA,NA,0,0,6.42,0.13,2.4,0
U31103KA2013FTC069859,LIGHTING TECHNOLOGIES INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02
U31103KL1997PLC011197,AVG MOTORS LIMITED,0,0,0,0,NA,NA,3,0.06,6.14,0.06
U31103KL1997PTC011748,Popular Mega Motors (India) Private Limited,0,0,NA,NA,NA,NA,NA,NA,7.05,0
U31103MH1994PTC137603,Portescap India Private Limited,83.98,1.68,94.36,1.89,0,2.28,109.37,1.08,110.69,2.91
U31103MH1999PTC118098,Leena Power-Tech Engineers Private Limited,7.44,0.15,9.81,0.2,10.69,0.21,10.69,0.21,11.7,0.27
U31103MH2006FTC163104,Mody Pumps (India) Private Limited,5.51,0,16.53,0,5.71,0,0,0,7.6,0.2
U31103PN1960PLC011738,Ghatge Patil Industries Limited,60.12,0.17,85.96,1.72,73.29,1.47,37.31,0.3,7.17,0.24
U31103PN1995PLC084268,Ador Powertron Limited,1.8,0.04,1.45,0.03,NA,NA,NA,NA,NA,NA
U31103TG1984PTC004436,Medha Servo Drives Pvt Ltd,NA,NA,184.04,3.68,206.67,0,0,0,0,0
U31103TZ1991PTC003409,Janatics India Private Limited,8.4,0.17,8.4,0.17,10.3,0.19,13,0.27,18.57,0.25
U31103TZ2006PTC012918,INTERPUMP HYDRAULICS INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0.06,NA,NA
U31103UP1992PLC014718,HDPL INFRASTRUCTURES LIMITED,0,0,4.17,0,7.23,0,11.83,0,20.63,0
U31103WB1965PLC026427,BCH ELECTRIC LIMITED,NA,NA,NA,NA,0,0,6.88,0.14,13.24,0.26
U31104DL1996PTC082106,Eltek Sgs Private Limited,10.4,0,0,0.25,0.88,0.02,0.66,0.02,5.77,0.08
U31104DL1998PTC091736,JOHNSON MATTHEY INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,6.15,0,12.2,0
U31104KA2010FTC056164,Chuan Shun Electric Company India Private Limited,4.21,0,4.21,0,7.28,0.15,10.23,0,NA,NA
U31104MP1990PTC005842,DIGIANA INDUSTRIES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,7.95,0
U31104TG2012PTC081104,Lot Mobiles Private Limited,NA,NA,3.75,0.07,4.59,0,0,0,NA,NA
U31104WB2006PTC111410,PASCAL SWITCHCARE INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.75,0
U31108DL2006PTC152517,Asiatic Electrical & Switchgear Private Limited,1.96,0.04,5.09,0.1,8.64,0,7.4,0,4.5,0.02
U31109KA1991PTC011854,Efd Induction Private Limited,10.15,0.2,9.84,0.2,10.01,0.2,7.74,0.15,0,0.16
U31109KA1994PTC015367,TRIPHASE TECHNOLOGIES PRIVATE LIMITED,NA,NA,NA,NA,0,0,0,0,8.49,0
U31110GJ1988PTC011648,Atlanta Electricals Private Limited,NA,NA,NA,NA,2.52,0,4.16,0,8.22,0
U31200CH1999PTC022148,INTERNATIONAL SWITCHGEARS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,5.58,0.11,13.9,0.28
U31200DD1989PLC003122,Blossom Industries Limited,5.28,0.2,12.01,0.25,17.1,0.35,24,1.09,24.5,0.5
U31200DD1993PTC001892,Bharat Resins Private Limited,0.12,0.12,6.98,0.26,6.9,0.36,10.64,0.53,9.47,0.13
U31200DL1991PTC045425,Rockwell Automation India Private Limited,115.11,0.23,0,0,32.75,0.39,36.83,0.23,49,0.23
U31200DL1995PLC169397,Skipperseil Limited,20.48,0.02,15.91,0,8.42,0,5.92,0,NA,NA
U31200DL2004PTC179210,Cleartrail Technologies Private Limited,20.89,0.42,26.04,0.52,24.79,0.36,17.88,0.51,10.96,0.33
U31200DL2005SGC133875,TEESTA URJA LIMITED,NA,NA,NA,NA,-4.53,0.6,NA,NA,NA,NA
U31200GA1967PTC000075,Sociedade De Fomento Industrial Private Limited,332.6,2.13,332.53,2.2,66.84,7.69,69.93,1.65,110.65,1.71
U31200GA2001PTC002956,Lift Controls Private Limited,5.5,0,6.51,0.13,6.89,0.14,8.16,0.04,7.79,0.02
U31200HR1983PTC015732,UBITECH PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,3.19,0,0,0.06
U31200HR2010PTC041758,Grid Equipments Private Limited,0.19,0.04,5.42,0.11,0,0.72,0,0.22,11,0.22
U31200KA1990PTC010883,Polyhydron Systems Private Limited,5.99,0.12,5.82,0.12,5.25,0.19,NA,NA,NA,NA
U31200KA1999PTC024700,ASCENT CIRCUITS PRIVATE LIMITED,0,0,22.39,0.08,30.21,0.25,29.24,0.01,23.88,0.6
U31200KA1999PTC024802,Karmic Design Private Limited,0,0,5.03,0,2.09,0,0,0,NA,NA
U31200KA2008PLC045104,GMR ENERGY TRADING LIMITED,NA,NA,NA,NA,NA,NA,0,0.05,0,0.06
U31200KL1968PLC002169,O E N India Ltd,12.98,0.12,12.06,0.24,14.8,0.3,18.94,0.37,21.21,0.42
U31200MH1974PTC017538,Sterling And Wilson Private Limited,8.62,0,10.28,0.21,36.23,0.72,25.58,0.51,307.86,0
U31200MH1974PTC017615,General Industrial Controls Pvt Ltd,4.36,0.09,5.71,0,7,0.14,7.62,0.15,10.46,0.21
U31200MH1981FTC128292,ANCHOR ELECTRICALS PRIVATE LIMITED,0,0,215.5,4.31,257,1.77,0,0,373.5,2.79
U31200MH1981PLC025198,Antelec Limited,9.25,0,7.97,0.19,7.52,0.15,7.07,0.15,9.78,0.2
U31200MH1981PTC025505,SELEC CONTROLS PRIVATE LIMITED,0,0,0,0,9.26,0,0,0,NA,NA
U31200MH1990PTC058024,Malu Electrodes Private Limited,0,0.68,0,0.82,60.4,1.21,73.22,0.4,NA,NA
U31200MH1994PTC078604,Great White Global Private Limited,NA,NA,1.79,0,5.81,0.12,14.56,0,28.65,0.06
U31200MH1994PTC080208,Lucy Electric India Private Limited,4.8,0,13.13,0.09,12.34,0.25,5.33,0.27,5.49,0
U31200MH1995PTC088833,MESSUNG SYSTEMS PRIVATE LIMITED,0,0,0,0,NA,NA,0,0.09,NA,NA
U31200MH1997PTC108174,Axis Electrical Components (India) Private Limited,6.99,0.08,9.53,0.22,17.95,0.23,0,0,10.53,0.21
U31200MH1999PLC130298,Bg Li-In Electricals Limited,3.67,0,3.67,0,5.94,0,8.38,0.05,10.17,0.09
U31200MH2000PLC124565,STELMEC LIMITED,0,0,5.25,0.1,11.51,0.23,14.25,0.15,16.5,0.35
U31200MH2001PTC130660,ELLE ELECTRICALS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0
U31200MH2003PTC259831,SIEMENS RAIL AUTOMATION PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,1.82,0
U31200MH2004PTC146735,Koso India Private Limited,24.48,0.49,36.3,0.73,53.31,1.07,58.9,0.91,59.78,1.05
U31200MH2006PLC159570,DINESH ENGINEERS LIMITED,NA,NA,NA,NA,NA,NA,21.04,0,4.92,0
U31200MH2006PTC159570,Dinesh Engineers Private Limited,NA,NA,6.24,0.12,11.4,0.23,0,0,NA,NA
U31200MP1987PTC003806,"ZENITH ELECTROCHEM PVT LTD.,",NA,NA,NA,NA,NA,NA,NA,NA,4.29,0.01
U31200MP2000GOI014337,Nhdc Limited,962.67,2.95,1014.77,26.38,1040.67,13.76,1001.4,21.07,924,30.4
U31200PB1964PTC002540,ESS ESS KAY ENGINEERING COMPANY PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.47,0.07
U31200PN1992PTC016377,COTMAC ELECTRONICS PRIVATE LIMITED,0,0,11.62,0.33,14.26,0.29,18.38,0.03,17.82,0.03
U31200PN1999PTC014045,Darshana Industries Private Limited,7.3,0,7.3,0,8.72,0.1,10.9,0.03,12.63,0.09
U31200PN2001PTC016040,Accurate Industrial Controls Private Limited,NA,NA,7.55,0.05,7.55,0.05,7.72,0.1,12.28,0.3
U31200PN2003PTC018617,SILICON SEMI CONDUCTORS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.56,0.09
U31200PN2004PTC019656,SOLIDUS HI-TECH PRODUCT PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,6.67,0.13
U31200PN2006PTC128935,Galaxy Transmissions Private Limited,NA,NA,2.43,0.05,3.48,0,4.39,0,NA,NA
U31200PN2009FTC133682,Ifm Electronic India Private Limited,10.52,0.21,10.41,0.23,11.75,0.25,14.58,0.27,19.65,0.46
U31200PY2006PTC002617,Poclain Hydraulics Private Limited,NA,NA,8.86,0.18,12.49,0.02,19.53,0.02,NA,NA
U31200RJ1985PTC003346,DANISH PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.17,0
U31200RJ2006PTC023261,SHRI KRSNA SUDARSHAN URJA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.77,0
U31200TN1996PTC082282,Schneider Electric Systems India Private  Limited,NA,NA,NA,NA,11.14,0.22,28.04,0.56,37.16,0.74
U31200TN2000PLC043973,INDIA LAND AND PROPERTIES LIMITED,NA,NA,NA,NA,15.62,0.31,31.08,0.62,37.8,0
U31200TN2004PTC052642,SEVERN GLOCON INDIA PRIVATE LIMITED,0,0,NA,NA,0,1.16,57.6,0,45.72,0
U31200TN2006PTC060156,SOCOMEC INNOVATIVE POWER SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,5.81,0.16
U31200TN2007PTC065576,Ksa Powerinfra Private Limited,NA,NA,5.28,0.11,8.92,0.18,12.68,0,NA,NA
U31200TZ1946PTC000050,EASTERN ELECTRICAL COMPANY PRIVATELIMITED,NA,NA,NA,NA,NA,NA,NA,NA,5.33,0.11
U31200TZ1963PLC000487,Elgi Electric And Industries Limited,6.11,0.12,6.11,0.12,8.35,0.16,9.8,0.2,8.49,0.17
U31200TZ1983PLC001258,Lakshmi Electrical Drives Limited,5.1,0.01,5.1,0.01,6.26,0,5.51,0.17,4.64,0.09
U31200TZ2005PTC012211,Megawin Switchgear Private Limited,12.97,0.26,0,0.26,0,0.04,0,0,7.76,0
U31200UP1992PLC014506,Noida Power Company Limited,111.82,2.31,128.32,2.57,125.7,2.52,0,2.67,198.33,3.97
U31200UP1997PTC021847,VISHAL VIDEO & APPLIANCES PRIVATELIMITED,0,0,5.32,0.11,0,0,0,0.22,0,0.22
U31200UP2006PLC031982,Lanco Anpara Power Limited,NA,NA,NA,NA,131.94,0.53,0,0,135.5,0.57
U31200WB1989PLC047100,Anjaney Ferro Alloys Ltd.,28.75,0,28.89,0.58,22.8,0.36,24.62,0.38,30.59,0.21
U31200WB1991PLC050809,CABCON INDIA LIMITED,NA,NA,NA,NA,NA,NA,7.74,0.1,11.59,0.01
U31200WB1991PTC050809,Cabcon India Pvt Ltd,4.4,0.09,3.642336965,0.0271,4.51,0.04,0,0,NA,NA
U31209MH1983PLC031258,Penguin Electronics Ltd,5.55,0,5.55,0.11,0,0,4.86,0.01,4.55,0
U31300DL1985PLC022737,BANSAL WIRE INDUSTRIES LIMITED,0,0,7.96,0.16,9.17,0.1,10.3,0.3,12.42,0.35
U31300DL1994PTC060704,Maxop Engineering Company Private Limited,7.45,0.15,9.63,0.19,11.72,0.23,13.88,0.14,17.47,0.22
U31300DL1996PLC266483,POLYCAB WIRES LIMITED,NA,NA,NA,NA,NA,NA,289.66,5.86,455.74,3.49
U31300DL1996PTC083438,MINDA CAPITAL PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,8.46,0,19.06,0
U31300DL1996PTC266483,Polycab Wires Private Limited,67.79,0.03,106.72,1.72,207.65,4.15,0,0,NA,NA
U31300DL1998PTC092325,SRI RAM CABLES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,1.72,0
U31300DL2005PTC135619,BONTON CABLES (INDIA) PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,6.59,0.01
U31300DN1997PTC000182,APPLE INSULATED WIRES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,7.23,0
U31300GJ1964PTC057316,Prem Cables Pvt Ltd,9.02,0.18,9.34,0.19,11.86,0.23,15.89,0.38,19.96,0.42
U31300GJ1981PTC004879,Vidya Wires Private Limited,NA,NA,NA,NA,3.3,0.07,5.09,0.07,7.33,0.25
U31300GJ1982PLC005583,MEW ELECTRICALS LIMITED,NA,NA,NA,NA,NA,NA,0,0,4.73,0.1
U31300GJ1998PTC033508,AGNI FIBRE BOARDS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,7.31,0.15
U31300GJ2010PTC059536,RAJESH POWER SERVICES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,6.03,0.14
U31300KA1972PTC002157,BANGALORE CABLES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,5.04,0
U31300MH1960PLC011851,UNITED WHITE METAL LIMITED,0,0,0,0,0,0,42.14,0,NA,NA
U31300MH1974PTC017814,BHARAT INSULATION COMPANY (INDIA) PRIVATE LIMITED,NA,NA,8.8,0.18,NA,NA,0,0,NA,NA
U31300MH1990PTC055812,VENUS WIRE INDUSTRIES PRIVATE LIMITED.,0,0,23.2,0,23.75,0.48,18.23,0,11.94,0.01
U31300MH1990PTC057284,BILLETS ELEKTRO WERKE PRIVATE LIMITED,0,0,0,0,0,0,0,0,6.17,0.05
U31300MH1995PTC085090,LEEBO METALS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,1.77,0.04,5.34,0
U31300MH1997PTC105716,Indiana Gratings Private Limited,23.38,0.07,25.23,0.12,26.6,0.53,25.33,0.06,26.18,0.3
U31300MH1998PTC113537,BALAJI EXTRUSIONS AND CABLES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,4.28,0.09,NA,NA
U31300MH1998PTC117239,Profab Engineers Private Limited,NA,NA,5.9,0.03,5.18,0,7.66,0.02,7.4,0
U31300MH2002PTC136501,MIRACLE CABLES (INDIA ) PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.92,0.06
U31300MH2004PTC144814,ELASTIMOLD (INDIA) PRIVATE LIMITED,0,0,0,0,NA,NA,0,0,5.87,0.25
U31300MP1980PLC001601,TESLA TRANSFORMERS LTD,0,0,14.25,0.28,14.58,0.29,12.27,0.25,9.15,0
U31300MP1988PTC004601,H D WIRES PVT LTD,NA,NA,NA,NA,NA,NA,NA,NA,5.78,0.12
U31300PN1998PTC131629,Dhoot Transmission Private Limited,12.65,0,18.17,0,20.69,0,23,0,27.99,0.3
U31300RJ1988PTC004446,VENKATESWARA WIRES PVT LTD,NA,NA,NA,NA,NA,NA,NA,NA,4.52,0.09
U31300RJ1993PTC007184,Bajrang Wire Products (India) Private Limited,NA,NA,NA,NA,5.59,0.11,4.73,0,5.57,0.02
U31300RJ2003PTC018742,Prm Power And Projects Private Limited,NA,NA,12.37,0,8.57,0.17,5.79,0.12,NA,NA
U31300RJ2007PLC024139,DYNAMIC CABLES LIMITED,NA,NA,NA,NA,5.3,0.11,0,0,NA,NA
U31300TG1976PTC002083,Radiant Corporation Private Limited,NA,NA,36.5,0.73,39.44,0.79,44.38,0.89,43.82,0.9
U31300TG1990PLC011331,THERMO CABLES LTD.,NA,NA,NA,NA,NA,NA,0,0,4.42,0.09
U31300TG1995PLC019694,GLOSTER CABLES LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07
U31300TG2008PTC061050,RADIANT - RSCC SPECIALTY CABLE PRIVATELIMITED,0,0,28.9739697,0,27.1,0.54,24.54,0.7,NA,NA
U31300TN1998PTC040933,INFAC INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,6.48,0
U31300TN2001PLC069645,Malco Energy Limited,0,0.3,0,0.2,0,0.18,2.12,0.11,NA,NA
U31300UP1988PLC007884,Technical Associates Limited,7.46,0.15,NA,NA,NA,NA,NA,NA,NA,NA
U31300WB1961PLC025104,GUPTA POWER INFRASTRUCTURE LIMITED,0,0,42.01,0.27,46.08,0.92,55.86,1.5,60.17,1.29
U31400MH2011PTC216749,STERLING AND WILSON CO-GEN SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.93,0
U31400TN2009PTC074055,VISHAY PRECISION TRANSDUCERS INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,6.14,0,7.89,0
U31401AP2015PTC096605,RISING STARS MOBILE INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,37.73,0,65.79,0
U31401DL2003PTC122446,LUMAX ENERGY SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,26.27,0.47,0,0,NA,NA
U31401KA2002SGC030437,HUBLI ELECTRICITY SUPPLY COMPANY LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,-485.48,0
U31401KA2012FTC065452,Shindengen India Private Limited,NA,NA,NA,NA,8.02,0.16,18.05,0.52,31.47,0.63
U31401MH2007PTC171667,GOLDMEDAL ELECTRICALS PRIVATE LIMITED,NA,NA,NA,NA,4.7,0,12.18,0.3,NA,NA
U31401MH2009FTC191227,Megger (India) Private Limited,8.2,0.06,10.93,0.22,13.69,0.28,17.09,0.35,21.27,0.43
U31401MH2010PTC204403,L&T HOWDEN PRIVATE LIMITED,NA,NA,NA,NA,9.22,0.13,19.95,0.34,28.46,0.56
U31401MH2012PTC266822,Seattle Power Solutions Private Limited,NA,NA,4.52,0.04,4.52,0.04,0,0,4.36,0
U31401PN2012PTC142539,VARROC LIGHTING SYSTEMS (INDIA) PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,8.35,0.17
U31401TG2010PLC069777,Shirdi Sai Electricals Limited,13.67,0.27,0,0.38,34.02,0.68,58.42,0.3,0,0.2
U31401TN2012PTC084001,Eltech Appliances Private Limited,NA,NA,NA,NA,10.47,0.21,NA,NA,NA,NA
U31401UR2006PLC032329,L & T UTTARANCHAL HYDROPOWER LIMITED,NA,NA,NA,NA,NA,NA,0.79,0.03,0.27,0.01
U31402AP1999PLC032257,Amara Raja Electronics Limited,1.1,0.02,3.68,0,NA,NA,NA,NA,NA,NA
U31402RJ1990PTC005590,Tempsens Instruments (India) Private Limited,5.89,0,5.89,0,6.27,0,6.88,0,NA,NA
U31404KA1996PTC019739,SOUTHERN BATTERIES PRIVATE LIMITED,NA,NA,NA,NA,6.28,0,0,0,NA,NA
U31409KA2007PTC042481,Carclo Technical Plastics Private Limited,9.12,0.14,10.13,0.17,9.86,0.24,10.08,0.2,8.74,0.18
U31409KA2008PTC047239,SOGEFI - MNR ENGINE SYSTEMS INDIAPRIVATE LIMITED,0,0,20.83,0.42,22.82,0.46,31.07,0.21,NA,NA
U31500DL1992PTC194724,GE INDIA INDUSTRIAL PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,113.45,2.3,214.45,4.29
U31500DL2008PTC174123,Magneti Marelli Motherson Auto System Private Limited,NA,NA,1.64,0.03,4.63,0.09,10.17,0.12,25.64,0.1
U31500MH2008PLC184800,URJANKUR SHREE TATYASAHEB KORE WARANA POWER COMPANY LIMITED,NA,NA,NA,NA,4.39,0.1,13.26,0.27,12.66,0.2
U31501DL2005PTC140073,Compact Lamps Private Limited,4.74,0.09,0,0,8.4,0.17,0,0,NA,NA
U31501GJ2013PTC077593,AMTRAN MAGNETICS PRIVATE LIMITED,NA,NA,3.22,0.02,3.22,0.02,3.98,0.1,7.32,0.08
U31501HR2011PTC044475,SGS TEKNIKS MANUFACTURING PRIVATELIMITED,0,0,10.6113845,0,11.78,0.39,13.76,0.5,19.47,0.4
U31501KL1991PLC006019,COVEMA FILAMENTS LTD,NA,NA,NA,NA,6.37,0.22,0,0,NA,NA
U31501MH2012PTC236935,VIHAN ELECTRIC PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.41,0
U31501PN2012PTC143392,SYSKA LED LIGHTS PRIVATE LIMITED,NA,NA,NA,NA,4.52,0.1,6.56,0.14,NA,NA
U31506KA1999PTC025274,SOBHA PROJECTS AND TRADE PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,0,0.12
U31506MH2008PLC179012,TRANSRAIL LIGHTING LIMITED,NA,NA,NA,NA,NA,NA,19.64,0.05,53.01,0
U31506PN1988PTC045915,MINDA RINDER PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,10.5,0.21
U31506PN2006PTC022129,Obara India Private Limited,7.5,0,7.42,0,7.2,0,0,0,11.48,0
U31506WB2005PTC105047,UMA LUMINAIRES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,4.79,0.08
U31900DL1991PLC043974,Qrg Enterprises Limited.,33.17,0.67,31.84,0.64,34.73,0.69,29.26,0,20.57,0.41
U31900DL1991PLC044602,Global Engineers Limited,NA,NA,13.62,0,13.62,0,5.36,0.29,8.39,0.77
U31900DL1995PTC071387,Samsung India Electronics Private Limited,2411.17,48.22,2905.7,58.11,3600.05,29.6,4531.63,80.8,5698.13,71.1
U31900DL2009FTC194309,ENSTO INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.11,0
U31900DL2009PTC189461,TRANS ACNR SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,3.21,0,5.68,0
U31900DL2013FTC247121,KYOSAN INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.84,0.13
U31900DL2014PTC266805,GAUTAM SOLAR PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0.23,0,0.17
U31900GJ2007PLC051489,Topsun Energy Limited,NA,NA,NA,NA,3.61,0.07,4.27,0.08,5.11,0.11
U31900GJ2007PTC065443,Lucy Electric Manufacturing And Technologies India Private Limited,5.72,0.06,10.07,0.2,9.5,0.19,9.12,0.37,8.55,0.01
U31900GJ2014PTC093584,KIPRA ELECTRICALS PRIVATE LIMITED,NA,NA,NA,NA,3.07,0.18,10.88,0.33,0,0.53
U31900KA1996PTC020380,HITACHI KOKI INDIA PRIVATE LIMITED,0,0,5.91,0,7.23,0.14,7.07,0.14,7.91,0.17
U31900KA2011PTC060176,Hical Technologies Private Limited,0,0.04,2.3,0.04,5.95,0.12,0,0,0,0.06
U31900MH1995PTC087786,CHHEDA ELECTRICALS AND ELECTRONICS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,1.45,0,5.13,0
U31900MH1998PTC117068,RAVE TECHNOLOGIES (INDIA) PRIVATELIMITED,0,0,0,0,0,0,11.45,0.1,14.75,0.42
U31900MH1999PTC120544,G M MODULAR PRIVATE LIMITED,NA,NA,NA,NA,5.35,0.11,14.25,0.3,29.35,0.63
U31900MH2004PTC147960,CLAD METAL INDIA PRIVATE LIMITED,0,0,5.77,0,7,0.14,8.52,0,8.95,0.01
U31900MH2005PTC152366,NDT TECHNOLOGIES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.46,0.09
U31900MH2009PTC192247,CANBARA INDUSTRIES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,8.15,0.03,12.93,0.35
U31900PN1990PTC058951,Fortune Intercontinental Private Limited,NA,NA,10.86,0.1,10.86,0.1,0,0,NA,NA
U31900PN2007PTC130972,Qlogic (India) Private Limited,11.42,0,12.78,0.23,13.71,0.27,13.84,0.28,13.77,0.28
U31900TN1975PTC006962,Tag Corporation Private Limited,NA,NA,13.99,0,14,0.23,10.16,0.23,0,0.3
U31900TZ2008PTC014347,Pressmatic Engineers India Private Limited,5.54,0.11,5.54,0.11,6.44,0.13,0,0.05,10.43,0
U31901KA2013FTC077805,ARRIS INDIA PRIVATE LIMITED,0,0,12.37,0.25,0,0,0,0,NA,NA
U31901TG1965PLC001084,Veljan Hydrair Limited,0.2,0.53,7.02,0.14,7.26,0.05,7.01,0.07,6.82,0.14
U31901TN1984PLC011107,Honeywell Electrical Devices And Systems India Limited,0,0.23,0,0.18,6.3,0.13,5.55,0,NA,NA
U31901UP1985SGC007135,U.P. Jal Vidyut Nigam Limited.,4.63,0,19.75795333,0,0,0,0,0,NA,NA
U31901WB1953PLC021044,EMC LIMITED,0,0,NA,NA,140.21,0.38,0,0,NA,NA
U31901WB1995PTC074797,RUKMANI ELECTRICAL & COMPONENTS PVT LTD,NA,NA,NA,NA,NA,NA,NA,NA,4.66,0.02
U31901WB2000PTC090914,Regent Electro-Mech Private Limited,13.69,0,13.72,0.27,12.16,0.24,10.4,0.16,0,0.6
U31902PN1985PTC036614,Jagdish Electronics (India) Pvt Ltd,16,0,16.76,0.34,17.71,0.35,17.81,0.36,18.7,0.37
U31902WB1930PLC006663,Philips India Limited,230,4.6,341.9,6.84,493.8,7.47,500.4,4.4,415,4.83
U31903KA2009PTC049929,TVM SIGNALLING AND TRANSPORTATION SYSTEMS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.66,0.12
U31904MH1991PTC060890,VASHI ELECTRICALS PRIVATE LIMITED,0,0,10.8941722,0,0,0,0,0,0,0
U31904PN2006PLC128851,Omr Bagla Automotive Systems India Limited,5.47,0.11,4.89,0.03,4.29,0.05,5.26,0.06,6.37,0.15
U31905DL1981PLC127345,Minda Sai Limited,24.18,0.48,21.08,0.74,26.46,0.52,40,0,NA,NA
U31907MH2007PLC176443,MARINE ELECTRICALS (INDIA) LIMITED,NA,NA,NA,NA,NA,NA,7.39,0.07,9.43,0.09
U31907MH2007PTC176443,Marine Electricals (India) Private Limited,5.41,0.11,0,0.11,6.81,0.14,0,0,NA,NA
U31908AP2007PLC058993,Athena Chhattisgarh Power Limited,0,11.76,NA,NA,NA,NA,NA,NA,NA,NA
U31908DL1985PLC112602,CONTINENTAL CARBON INDIA LIMITED (TFR.CO. FROM W.B. TO DELHI),NA,NA,NA,NA,6.8,0.14,NA,NA,NA,NA
U31908DL2007FTC167005,LIUGONG INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,4.08,0.08,17.53,0.35
U31908DL2007PTC162125,FRITZMEIER MOTHERSON CABIN ENGINEERING PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.55,0
